39.98023833,116.3060217,0,0,40782.33204,2011-08-27,7:58:08,Walk
39.98063167,116.306225,0,0,40782.33205,2011-08-27,7:58:09,Walk
39.98069167,116.306185,0,0,40782.33206,2011-08-27,7:58:10,Walk
39.98072667,116.306125,0,0,40782.33207,2011-08-27,7:58:11,Walk
39.98077,116.3061217,0,0,40782.33208,2011-08-27,7:58:12,Walk
39.98078333,116.3061,0,0,40782.33209,2011-08-27,7:58:13,Walk
39.98078167,116.3061117,0,0,40782.33211,2011-08-27,7:58:14,Walk
39.98082333,116.3060917,0,0,40782.33212,2011-08-27,7:58:15,Walk
39.98087667,116.3060683,0,0,40782.33213,2011-08-27,7:58:16,Walk
39.98090333,116.3060417,0,0,40782.33214,2011-08-27,7:58:17,Walk
39.98092333,116.3060167,0,0,40782.33215,2011-08-27,7:58:18,Walk
39.98093333,116.305995,0,0,40782.33216,2011-08-27,7:58:19,Walk
39.98093,116.3060033,0,0,40782.33218,2011-08-27,7:58:20,Walk
39.98093667,116.30598,0,0,40782.33219,2011-08-27,7:58:21,Walk
39.98093,116.305985,0,0,40782.3322,2011-08-27,7:58:22,Walk
39.98093167,116.30597,0,0,40782.33221,2011-08-27,7:58:23,Walk
39.98095167,116.3059367,0,0,40782.33222,2011-08-27,7:58:24,Walk
39.98095333,116.3059233,0,0,40782.33223,2011-08-27,7:58:25,Walk
39.98094333,116.30592,0,0,40782.33225,2011-08-27,7:58:26,Walk
39.980945,116.3059033,0,0,40782.33226,2011-08-27,7:58:27,Walk
39.98096167,116.3058617,0,0,40782.33227,2011-08-27,7:58:28,Walk
39.98096167,116.30584,0,0,40782.33228,2011-08-27,7:58:29,Walk
39.98096333,116.30582,0,0,40782.33229,2011-08-27,7:58:30,Walk
39.98095833,116.3058083,0,0,40782.3323,2011-08-27,7:58:31,Walk
39.980955,116.3058017,0,0,40782.33231,2011-08-27,7:58:32,Walk
39.98095333,116.3057933,0,0,40782.33233,2011-08-27,7:58:33,Walk
39.980955,116.3057783,0,0,40782.33234,2011-08-27,7:58:34,Walk
39.98095333,116.30577,0,0,40782.33235,2011-08-27,7:58:35,Walk
39.98095667,116.3057567,0,0,40782.33236,2011-08-27,7:58:36,Walk
39.98095833,116.3057417,0,0,40782.33237,2011-08-27,7:58:37,Walk
39.98095833,116.3057333,0,0,40782.33238,2011-08-27,7:58:38,Walk
